form,exp,type,geozone,date,stemp,btemp,btime,start,visib,maxdepth,current,habitat,species,abundance,year,as_as_date,quarter_year,lat,lon,lat2,lon2,state,semester,abundance2,maxsst30,maxsst60,maxsst90,maxsst180,maxsst360,maxanom30,maxanom60,maxanom90,maxanom180,maxanom360,maxsst30_days,maxsst60_days,maxsst90_days,maxsst180_days,maxsst360_days,maxanom30_days,maxanom60_days,maxanom90_days,maxanom180_days,maxanom360_days
5103672,E,3,22140008,9/22/15,0,53,51,15,3,8,1,7,173,0,2015,9/22/15,Q3.2015,48 30.387,-122 59.458,48.30387,-122.59458,WA,2.2015,0,14.42,14.97,14.97,14.97,14.97,NaN,NaN,NaN,NaN,NaN,29,53,53,53,53,29,59,89,179,359
5048037,E,3,23304005,6/29/11,0,48,41,14,3,7,2,12,173,2,2011,6/29/11,Q2.2011,47 26.167,-123 07.189,47.26167,-123.07189,WA,1.2011,2,13.01,13.01,13.01,13.01,14.08,0.94,0.94,0.94,0.94,1.27,0,0,0,0,328,0,0,0,0,271
41268,N,3,26130001,7/20/06,52,52,72,20,3,5,2,2,173,2,2006,7/20/06,Q3.2006,47 34.34,-122 24.84,47.34340,-122.24840,WA,2.2006,2,13.78,13.78,13.78,13.78,15.25,1.63,1.63,1.63,1.63,2.08,25,25,25,25,341,25,25,25,25,341
5103793,N,3,13220002,9/26/15,66,48,38,14,1,5,2,2,173,1,2015,9/26/15,Q3.2015,49 28.715,-124 41.028,49.28715,-124.41028,BC,2.2015,1,17.15,19.94,19.94,19.94,19.94,1.54,3.80,4.43,5.23,5.23,29,57,57,57,57,29,57,88,117,117
5132207,E,3,22160001,8/29/17,0,54,52,13,2,7,2,11,173,0,2017,8/29/17,Q3.2017,48 43.81,-123 01.36,48.43810,-123.01360,WA,2.2017,0,13.77,13.77,13.77,13.77,13.77,1.46,1.46,1.46,1.46,1.68,22,22,22,22,22,22,22,22,22,293
5089449,N,3,13230001,9/27/14,65,51,33,15,3,4,2,2,173,0,2014,9/27/14,Q3.2014,49 29.736,-124 40.542,49.29736,-124.40542,BC,2.2014,0,18.92,20.77,20.77,20.77,20.77,3.37,4.64,4.64,4.64,4.64,29,59,59,59,59,29,59,59,59,59
5020312,E,3,23304006,10/25/08,0,48,35,12,2,11,3,12,173,3,2008,10/25/08,Q4.2008,47 26.057,-123 07.184,47.26057,-123.07184,WA,2.2008,11,12.31,13.58,13.99,13.99,13.99,0.71,1.47,1.47,1.47,1.47,25,44,72,72,72,25,44,44,44,44
5066647,E,3,22120010,12/27/12,46,46,73,12,2,6,3,2,173,2,2012,12/27/12,Q4.2012,48 31.259,-122 55.568,48.31259,-122.55568,WA,2.2012,2,8.92,9.85,11.03,13.12,13.12,NaN,NaN,NaN,NaN,NaN,23,59,86,111,111,29,59,89,179,359
5080433,E,3,23304005,12/5/13,0,48,40,11,3,9,3,12,173,3,2013,12/5/13,Q4.2013,47 26.167,-123 07.189,47.26167,-123.07189,WA,2.2013,11,9.68,11.86,14.86,15.31,15.31,-0.23,0.43,2.82,2.82,2.82,20,59,83,123,123,4,59,83,83,83
5022797,E,3,13590505,3/20/09,0,45,37,19,2,7,3,11,173,2,2009,3/20/09,Q1.2009,49 45.840,-123 55.962,49.45840,-123.55962,BC,1.2009,2,7.09,7.09,7.09,13.92,20.06,0.14,0.14,0.14,1.26,3.65,0,0,0,170,215,23,23,23,170,215
5065043,E,3,42020210,10/14/12,62,62,63,7,3,7,3,2,173,3,2012,10/14/12,Q4.2012,33 56.20,-120 00.42,33.56200,-120.00420,CA,2.2012,11,20.02,20.02,20.02,20.02,20.02,2.62,2.62,2.62,2.62,2.62,11,11,11,11,11,11,11,11,11,11
56756,N,3,12090902,10/7/06,0,50,35,8,3,8,3,8,173,1,2006,10/7/06,Q4.2006,48 56.99,-125 02.17,48.56990,-125.02170,BC,2.2006,1,14.31,15.05,15.05,15.05,15.05,1.75,2.27,2.27,2.27,2.28,28,34,34,34,34,10,33,33,33,263
5111958,E,3,13220002,5/19/16,0,54,79,7,2,5,2,2,173,0,2016,5/19/16,Q2.2016,49 28.715,-124 41.028,49.28715,-124.41028,BC,1.2016,0,16.12,16.12,16.12,16.12,19.94,3.82,3.82,3.82,3.82,5.23,5,5,5,5,293,5,5,5,5,353
5059609,E,3,23304005,6/2/12,0,50,53,11,2,8,3,12,173,3,2012,6/2/12,Q2.2012,47 26.167,-123 07.189,47.26167,-123.07189,WA,1.2012,11,10.81,10.81,10.81,10.81,14.65,-0.20,-0.09,-0.09,-0.09,2.03,0,0,0,0,281,25,40,40,40,281
5115962,N,3,41140511,8/20/16,0,0,50,9,2,8,3,1,173,0,2016,8/20/16,Q3.2016,36 33.61,-121 56.87,36.33610,-121.56870,CA,2.2016,0,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5037944,E,3,27030103,8/27/10,0,46,60,10,3,8,2,2,173,3,2010,8/27/10,Q3.2010,48 23.68,-124 40.60,48.23680,-124.40600,WA,2.201,11,11.86,12.64,12.64,12.64,12.64,-0.43,0.43,1.04,1.04,1.28,2,49,49,49,49,2,49,81,81,191
5123522,E,3,13350001,3/11/17,0,39,61,10,1,11,3,11,173,2,2017,3/11/17,Q1.2017,49 18.835,-124 14.497,49.18835,-124.14497,BC,1.2017,2,7.70,7.97,8.21,15.96,21.65,0.80,1.21,1.24,1.88,5.53,20,40,63,179,228,20,40,63,122,228
5051211,E,3,22100015,9/19/11,48,0,50,11,3,7,2,8,173,3,2011,9/19/11,Q3.2011,48 35.546,-123 01.698,48.35546,-123.01698,WA,2.2011,11,13.13,13.13,13.13,13.13,13.13,1.10,1.10,1.10,1.10,1.10,24,24,24,24,24,24,24,24,24,24
50227,E,3,13650101,1/15/07,44,44,34,10,3,8,0,12,173,4,2007,1/15/07,Q1.2007,49 22.20,-123 17.60,49.22200,-123.17600,BC,1.2007,101,7.33,8.98,11.22,19.25,19.25,0.39,0.60,0.72,2.96,3.51,29,58,89,170,170,8,32,69,170,194
5027811,E,3,28100005,9/27/09,0,54,67,10,3,8,2,2,173,2,2009,9/27/09,Q3.2009,47 20.86,-122 33.37,47.20860,-122.33370,WA,2.2009,2,14.12,14.40,14.58,14.58,14.58,1.50,1.50,1.67,2.19,2.19,13,56,67,67,67,13,13,67,105,105
5037714,E,3,27030106,8/24/10,0,46,50,14,3,6,2,2,173,3,2010,8/24/10,Q3.2010,48 23.36,-124 42.66,48.23360,-124.42660,WA,2.201,11,11.83,12.64,12.64,12.64,12.64,-0.59,0.43,1.04,1.04,1.28,18,46,46,46,46,18,46,78,78,188
5049595,E,3,22100016,8/8/11,0,49,50,15,3,7,2,2,173,3,2011,8/8/11,Q3.2011,48 35.44,-123 01.887,48.35440,-123.01887,WA,2.2011,11,12.45,12.45,12.45,12.45,12.48,0.29,0.29,0.29,0.29,1.05,14,14,14,14,357,14,14,14,14,290
5060103,E,3,26210001,7/7/12,0,50,57,13,3,9,3,12,173,2,2012,7/7/12,Q3.2012,47 19.196,-122 32.583,47.19196,-122.32583,WA,2.2012,2,13.44,13.44,13.44,13.44,14.78,0.88,0.88,0.94,0.94,1.80,0,0,0,0,316,0,0,60,60,316
5031359,N,3,27020202,2/3/10,0,0,45,12,2,4,2,2,173,2,2010,2/3/10,Q1.2010,48 16.03,-124 17.83,48.16030,-124.17830,WA,1.201,2,8.26,8.40,10.42,12.00,12.00,0.61,0.61,1.06,1.06,1.06,12,59,83,157,157,12,12,83,83,83
62102,E,3,27030107,8/19/07,0,46,50,19,3,8,3,11,173,2,2007,8/19/07,Q3.2007,48 23.45,-124 42.90,48.23450,-124.42900,WA,2.2007,2,13.36,13.36,13.36,13.36,13.36,0.97,0.97,0.97,0.97,0.97,26,26,26,26,26,26,26,26,26,26
5090954,E,3,13220003,10/18/14,53,49,58,9,3,6,2,11,173,0,2014,10/18/14,Q4.2014,49 28.699,-124 43.713,49.28699,-124.43713,BC,2.2014,0,16.60,19.89,20.77,20.77,20.77,2.95,4.23,4.64,4.64,4.64,27,52,80,80,80,8,52,80,80,80
5062196,E,3,27030101,8/16/12,46,46,58,12,1,5,2,2,173,3,2012,8/16/12,Q3.2012,48 23.33,-124 38.35,48.23330,-124.38350,WA,2.2012,11,12.45,12.45,12.45,12.45,12.51,0.35,0.35,0.35,0.35,1.58,0,0,0,0,356,0,0,0,0,312
5094336,E,3,26210004,1/19/15,0,50,50,12,2,9,2,11,173,1,2015,1/19/15,Q1.2015,47 14.57,-122 33.80,47.14570,-122.33800,WA,1.2015,1,9.62,10.32,12.59,16.03,16.03,1.28,1.28,2.14,2.94,2.94,28,51,74,166,166,0,0,74,166,166
5056809,E,3,13630010,3/31/12,0,46,45,9,1,10,2,8,173,3,2012,3/31/12,Q1.2012,49 23.336,-123 24.622,49.23336,-123.24622,BC,1.2012,11,7.42,7.42,7.42,12.85,18.74,-0.41,-0.13,0.15,0.86,2.76,1,1,1,179,223,16,47,81,172,215
5050507,E,3,41170001,8/27/11,60,54,40,10,2,7,2,1,173,1,2011,8/27/11,Q3.2011,35 16.713,-120 53.746,35.16713,-120.53746,CA,2.2011,1,15.69,15.69,15.69,15.69,15.69,0.61,0.62,0.62,0.62,0.62,29,29,29,29,29,29,50,50,50,50
5082183,E,3,28100014,3/10/14,47,47,65,12,2,10,2,12,173,0,2014,3/10/14,Q1.2014,47 35.11,-122 34.24,47.35110,-122.34240,WA,1.2014,0,8.76,8.76,8.76,15.19,15.64,1.02,1.02,1.02,2.57,2.74,5,5,5,178,229,5,5,5,178,188
5055950,E,3,23304005,12/12/11,46,50,77,14,2,9,3,12,173,3,2011,12/12/11,Q4.2011,47 26.167,-123 07.189,47.26167,-123.07189,WA,2.2011,11,9.51,11.51,12.06,14.65,14.65,-0.40,0.26,0.37,2.03,2.03,29,59,78,108,108,11,59,76,108,108
5044998,N,3,31040301,4/15/11,51,51,49,10,1,3,2,11,173,2,2011,4/15/11,Q2.2011,45 25.5,-123 56.47,45.25500,-123.56470,OR,1.2011,2,9.85,9.85,9.85,12.85,15.17,NaN,NaN,NaN,NaN,NaN,11,11,86,163,241,29,59,89,179,359
5111951,N,3,13230015,5/21/16,0,59,47,9,1,7,2,2,173,0,2016,5/21/16,Q2.2016,49 30.857,-124 34.534,49.30857,-124.34534,BC,1.2016,0,16.12,16.12,16.12,16.12,19.94,3.82,3.82,3.82,3.82,5.23,7,7,7,7,295,7,7,7,7,355
5098745,E,3,22100016,6/9/15,0,50,32,9,2,7,2,2,173,1,2015,6/9/15,Q2.2015,48 35.44,-123 01.887,48.35440,-123.01887,WA,1.2015,1,12.28,12.28,12.28,12.28,14.01,1.77,1.77,1.77,1.77,1.99,10,10,10,10,307,12,12,12,115,215
52678,E,3,28210002,9/3/07,60,55,54,12,2,8,2,2,173,3,2007,9/3/07,Q3.2007,47 14.61,-122 36.09,47.14610,-122.36090,WA,2.2007,11,14.62,15.20,15.20,15.20,15.20,1.58,2.20,2.20,2.20,2.20,10,36,36,36,36,10,36,36,36,36
5094324,E,3,23304006,1/14/15,48,52,40,13,2,9,3,11,173,0,2015,1/14/15,Q1.2015,47 26.057,-123 07.184,47.26057,-123.07184,WA,1.2015,0,9.58,10.50,12.80,15.34,15.34,1.05,1.05,1.99,2.43,2.57,24,59,87,161,161,24,24,69,161,186
5038268,N,3,23304003,9/5/10,0,0,40,12,2,7,3,9,173,2,2010,9/5/10,Q3.2010,47 24.009,-123 08.572,47.24009,-123.08572,WA,2.201,2,13.79,14.08,14.08,14.08,14.08,0.87,1.18,1.18,1.18,1.86,29,31,31,31,31,29,31,31,31,347
5033122,N,3,22110001,4/24/10,0,0,55,12,1,6,2,12,173,2,2010,4/24/10,Q2.2010,48 35.71,-122 57.95,48.35710,-122.57950,WA,1.201,2,9.37,9.37,9.37,9.91,13.73,NaN,NaN,NaN,NaN,NaN,6,6,6,170,223,29,59,89,179,359
5096572,E,3,13430004,4/18/15,0,46,37,12,3,8,2,11,173,0,2015,4/18/15,Q2.2015,48 55.748,-123 42.298,48.55748,-123.42298,BC,1.2015,0,9.85,9.85,9.85,11.59,16.10,1.66,1.83,1.84,1.84,3.00,0,0,0,179,255,20,35,64,64,234
5028519,N,3,13220002,9/26/09,0,0,47,15,2,5,2,2,173,2,2009,9/26/09,Q3.2009,49 28.715,-124 41.028,49.28715,-124.41028,BC,2.2009,2,18.30,20.76,20.76,20.76,20.76,2.86,4.63,4.63,4.63,4.63,26,58,58,58,58,26,58,58,58,58
5012725,E,3,23200002,1/21/08,44,44,42,14,2,11,3,2,173,2,2008,1/21/08,Q1.2008,47 44.18,-122 51.58,47.44180,-122.51580,WA,1.2008,2,8.17,9.43,11.69,15.24,15.24,-0.03,0.28,0.91,2.29,2.29,29,58,89,176,176,2,47,89,176,176
5111118,E,3,22100002,5/3/16,0,52,53,10,2,8,2,11,173,0,2016,5/3/16,Q2.2016,48 35.773,-122 58.899,48.35773,-122.58899,WA,1.2016,0,12.85,12.85,12.85,12.85,14.97,NaN,NaN,NaN,NaN,NaN,0,0,0,0,277,29,59,89,179,359
5131675,E,3,22120009,9/2/17,0,52,53,12,3,9,2,11,173,0,2017,9/2/17,Q3.2017,48 26.575,-122 55.247,48.26575,-122.55247,WA,2.2017,0,13.90,14.11,14.11,14.11,14.11,1.94,1.98,2.40,2.40,2.40,0,39,39,39,39,0,39,82,82,82
5015388,E,3,41140532,5/26/08,52,51,74,8,3,4,3,1,173,2,2008,5/26/08,Q2.2008,36 31.45,-121 55.76,36.31450,-121.55760,CA,1.2008,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
55044,E,3,12091009,4/1/07,51,50,40,11,3,10,3,12,173,3,2007,4/1/07,Q2.2007,48 58.445,-125 01.880,48.58445,-125.01880,BC,1.2007,11,8.67,8.67,9.34,12.57,15.05,0.22,0.36,1.15,1.15,2.27,15,15,89,179,210,16,42,89,89,209
5115759,E,3,13410704,8/7/16,0,55,50,11,3,10,3,11,173,0,2016,8/7/16,Q3.2016,48 52.801,-123 34.420,48.52801,-123.34420,BC,2.2016,0,15.08,15.08,15.08,15.08,15.08,2.64,2.64,2.64,2.64,2.64,9,9,9,9,9,9,9,9,9,9
54236,E,3,28210002,5/26/07,61,50,76,19,2,7,2,2,173,3,2007,5/26/07,Q2.2007,47 14.61,-122 36.09,47.14610,-122.36090,WA,1.2007,11,11.04,11.04,11.04,11.04,14.10,0.51,0.51,0.57,0.57,1.60,1,1,1,1,293,18,18,70,70,335
5115777,N,3,24040003,8/14/16,0,53,44,8,2,10,2,9,173,0,2016,8/14/16,Q3.2016,47 56.96,-122 18.16,47.56960,-122.18160,WA,2.2016,0,15.72,15.72,15.72,15.72,15.72,2.92,2.92,2.92,3.92,3.92,25,25,25,25,25,28,28,28,114,114
5025649,E,3,12090604,7/21/09,12,10,45,10,4,10,3,8,173,0,2009,7/21/09,Q3.2009,48 54.41,-125 10.36,48.54410,-125.10360,BC,2.2009,0,14.24,14.24,14.24,14.24,14.24,1.31,1.31,1.31,1.31,1.31,0,0,0,0,0,0,0,0,0,0
5055410,N,3,13440001,2/12/12,0,41,53,12,2,8,3,2,173,3,2012,2/12/12,Q1.2012,48 49.00,-123 36.04,48.49000,-123.36040,BC,1.2012,11,7.37,8.02,8.60,12.51,12.51,NaN,NaN,NaN,NaN,NaN,18,46,87,170,170,29,59,89,179,359
5029024,E,3,26110001,9/26/09,0,55,40,19,1,8,3,2,173,2,2009,9/26/09,Q3.2009,47 35.96,-122 29.68,47.35960,-122.29680,WA,2.2009,2,14.12,14.40,14.58,14.58,14.58,1.52,1.52,1.68,2.19,2.19,12,55,66,66,66,12,12,66,104,104
5125778,N,3,42030221,5/13/17,65,60,31,22,2,5,2,2,173,0,2017,5/13/17,Q2.2017,33 26.041,-118 26.924,33.26041,-118.26924,CA,1.2017,0,17.28,17.28,17.28,19.44,23.81,1.25,1.25,1.25,1.89,3.94,20,20,20,179,287,20,20,20,179,287
5055565,E,3,23304006,2/17/12,0,48,59,15,3,9,3,12,173,4,2012,2/17/12,Q1.2012,47 26.057,-123 07.184,47.26057,-123.07184,WA,1.2012,101,7.28,7.71,9.05,14.65,14.65,-0.56,-0.56,-0.40,2.03,2.03,23,50,84,175,175,23,23,78,175,175
5064824,E,3,28100002,9/23/12,58,54,78,15,2,9,2,2,173,3,2012,9/23/12,Q3.2012,47 35.168,-122 32.862,47.35168,-122.32862,WA,2.2012,11,14.19,15.12,15.12,15.12,15.12,1.47,2.00,2.00,2.00,2.00,15,36,36,36,36,15,36,36,36,36
5090317,E,3,22120005,9/25/14,50,49,50,12,3,14,2,12,173,0,2014,9/25/14,Q3.2014,48 26.524,-122 55.857,48.26524,-122.55857,WA,2.2014,0,13.58,14.36,14.42,14.42,14.42,2.08,2.14,2.35,2.35,2.35,18,49,71,71,71,3,49,71,71,71
5066668,N,3,24020003,12/30/12,46,48,44,14,2,8,3,12,173,2,2012,12/30/12,Q4.2012,47 54.349,-122 22.612,47.54349,-122.22612,WA,2.2012,2,9.43,10.76,12.18,15.00,15.00,0.36,0.63,0.63,1.93,1.93,29,54,89,135,135,28,54,54,134,134
5026799,E,3,27030209,8/14/09,0,48,46,10,3,8,2,2,173,2,2009,8/14/09,Q3.2009,48 22.95,-124 35.36,48.22950,-124.35360,WA,2.2009,2,11.64,11.64,11.64,11.64,11.75,-0.47,-0.44,-0.24,-0.12,0.70,10,10,10,10,334,10,42,89,134,256
5070901,N,3,41140261,5/21/13,50,49,50,9,1,6,2,2,173,2,2013,5/21/13,Q2.2013,36 38.04,-121 55.06,36.38040,-121.55060,CA,1.2013,2,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5105075,E,3,13460007,10/30/15,0,52,44,18,3,13,3,11,173,1,2015,10/30/15,Q4.2015,48 34.551,-123 28.872,48.34551,-123.28872,BC,2.2015,1,11.71,12.81,13.97,14.44,14.44,NaN,NaN,NaN,NaN,NaN,21,48,68,118,118,29,59,89,179,359
38480,E,3,13350001,10/2/06,0,51,43,15,3,10,3,12,173,3,2006,10/2/06,Q4.2006,49 18.835,-124 14.497,49.18835,-124.14497,BC,2.2006,11,17.04,18.24,19.03,19.03,19.03,2.09,2.09,3.24,3.46,3.46,23,56,70,70,70,23,23,89,90,90
5032224,E,3,28100005,3/13/10,0,0,54,11,2,7,2,2,173,3,2010,3/13/10,Q1.2010,47 20.86,-122 33.37,47.20860,-122.33370,WA,1.201,11,8.55,8.55,8.62,13.78,14.58,0.95,0.95,0.95,1.37,2.19,25,25,77,178,234,25,25,25,171,272
5113273,N,3,13460001,6/18/16,0,54,59,11,3,9,3,2,173,0,2016,6/18/16,Q2.2016,48 35.90,-123 28.78,48.35900,-123.28780,BC,1.2016,0,12.35,12.35,12.35,12.35,14.44,NaN,NaN,NaN,NaN,NaN,14,14,14,14,350,29,59,89,179,359
5122533,N,3,24020006,1/28/17,0,45,58,15,2,7,2,9,173,0,2017,1/28/17,Q1.2017,48 09.49,-122 40.13,48.09490,-122.40130,WA,1.2017,0,8.78,10.11,11.76,16.45,16.45,1.09,1.56,2.34,4.09,4.51,28,56,80,154,154,8,56,80,154,259
5059462,E,3,22100016,6/24/12,0,47,43,7,2,7,2,2,173,2,2012,6/24/12,Q2.2012,48 35.44,-123 01.887,48.35440,-123.01887,WA,1.2012,2,10.52,10.52,10.52,10.52,13.13,-0.22,-0.07,-0.07,-0.07,1.10,5,5,5,5,303,29,41,41,41,303
5112074,E,3,22110009,5/31/16,52,50,64,14,2,4,3,2,173,0,2016,5/31/16,Q2.2016,48 32.819,-122 57.055,48.32819,-122.57055,WA,1.2016,0,14.25,14.25,14.25,14.25,14.97,NaN,NaN,NaN,NaN,NaN,17,17,17,17,305,29,59,89,179,359
5033723,E,3,13590501,4/25/10,49,49,49,18,3,8,2,12,173,2,2010,4/25/10,Q2.2010,49 45.778,-123 56.389,49.45778,-123.56389,BC,1.201,2,10.44,10.44,10.44,10.44,21.00,0.38,0.90,1.16,1.16,4.73,4,4,4,4,271,7,59,70,70,271
5108340,N,3,26130008,2/15/16,48,48,42,10,2,7,2,9,173,2,2016,2/15/16,Q1.2016,47 34.70,-122 24.94,47.34700,-122.24940,WA,1.2016,2,9.22,9.24,11.29,15.82,16.25,1.48,1.48,1.48,2.76,3.23,24,59,89,179,199,18,18,18,176,199
5129942,E,3,23304005,4/22/17,0,46,61,14,2,9,3,11,173,1,2017,4/22/17,Q2.2017,47 26.167,-123 07.189,47.26167,-123.07189,WA,1.2017,1,9.96,9.96,9.96,11.75,15.57,0.77,0.77,0.77,1.66,2.92,0,0,0,179,275,0,0,0,142,354
5068090,E,3,23304005,2/23/13,0,49,55,10,4,10,3,12,173,3,2013,2/23/13,Q1.2013,47 26.167,-123 07.189,47.26167,-123.07189,WA,1.2013,11,7.43,8.23,9.62,14.29,15.76,-0.33,-0.14,0.25,2.01,2.88,29,58,89,179,190,7,38,81,168,189
5041022,N,3,13230005,10/18/10,0,50,61,9,3,10,3,12,173,2,2010,10/18/10,Q4.2010,49 29.290,-124 39.897,49.29290,-124.39897,BC,2.201,2,15.19,18.89,20.37,20.37,20.37,1.52,3.17,4.15,4.15,4.15,28,53,62,62,62,16,53,62,62,62
5112031,E,3,13220003,5/20/16,0,56,79,14,1,6,3,2,173,0,2016,5/20/16,Q2.2016,49 28.699,-124 43.713,49.28699,-124.43713,BC,1.2016,0,16.12,16.12,16.12,16.12,19.94,3.82,3.82,3.82,3.82,5.23,6,6,6,6,294,6,6,6,6,354
5034754,N,3,32010104,6/13/10,50,50,61,14,1,4,1,11,173,4,2010,6/13/10,Q2.2010,44 36.925,-124 03.850,44.36925,-124.03850,OR,1.201,101,13.93,13.93,13.93,13.93,15.87,1.32,1.32,1.32,1.32,2.43,5,5,5,5,266,5,5,5,5,266
5130105,E,3,42030204,7/24/17,69,57,36,11,3,10,3,7,173,0,2017,7/24/17,Q3.2017,33 20.65,-118 31.05,33.20650,-118.31050,CA,2.2017,0,21.84,21.84,21.84,21.84,23.81,2.44,2.44,2.44,2.44,3.94,2,2,2,2,359,9,9,9,9,359
5085158,E,3,56030004,6/24/14,0,48,56,15,3,7,2,8,173,3,2014,6/24/14,Q2.2014,56 59.034,-135 42.498,56.59034,-135.42497,AK,1.2014,11,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
5020718,E,3,26210004,12/3/08,0,52,49,16,2,7,2,12,173,3,2008,12/3/08,Q4.2008,47 14.57,-122 33.80,47.14570,-122.33800,WA,2.2008,11,10.72,11.48,13.73,14.59,14.59,0.61,0.61,1.10,1.71,1.71,25,47,86,137,137,0,0,64,137,137
56654,E,3,23200002,7/8/06,0,52,46,11,2,10,3,12,173,3,2006,7/8/06,Q3.2006,47 44.18,-122 51.58,47.44180,-122.51580,WA,2.2006,11,13.71,13.71,13.71,13.71,15.25,1.61,1.61,1.61,1.61,2.12,13,13,13,13,329,13,13,13,13,329
5065572,N,3,13410102,11/24/12,0,48,45,12,4,9,1,12,173,0,2012,11/24/12,Q4.2012,49 08.00,-123 49.00,49.08000,-123.49000,BC,2.2012,0,10.72,14.36,16.63,19.14,19.14,0.66,1.56,1.56,3.56,3.56,26,57,89,110,110,21,57,57,129,129
5062238,E,3,27030103,8/16/12,0,45,62,14,2,9,1,1,173,3,2012,8/16/12,Q3.2012,48 23.68,-124 40.60,48.23680,-124.40600,WA,2.2012,11,12.65,12.65,12.65,12.65,12.90,0.23,0.23,0.23,0.23,1.57,0,0,0,0,356,0,0,0,0,312
5127831,N,3,22120013,5/27/17,50,0,48,10,2,9,2,2,173,0,2017,5/27/17,Q2.2017,48 25.060,-122 50.832,48.25060,-122.50832,WA,1.2017,0,12.60,12.60,12.60,12.60,16.01,2.31,2.31,2.31,2.31,3.81,1,1,1,1,310,7,7,7,7,273
5050836,E,3,22100015,9/7/11,0,49,45,16,2,7,3,2,173,2,2011,9/7/11,Q3.2011,48 35.546,-123 01.698,48.35546,-123.01698,WA,2.2011,2,13.13,13.13,13.13,13.13,13.13,1.10,1.10,1.10,1.10,1.10,12,12,12,12,12,12,12,12,12,12
5086412,E,3,56030012,1/30/13,0,43,46,15,5,13,3,8,173,3,2013,1/30/13,Q1.2013,57 01.190,-135 20.769,57.01190,-135.20769,AK,1.2013,11,6.02,7.06,8.12,13.21,13.21,0.24,0.24,0.39,0.77,0.77,6,59,76,155,155,6,6,76,130,130
5075063,E,3,27020202,8/14/13,48,48,72,18,2,5,2,9,173,3,2013,8/14/13,Q3.2013,48 16.03,-124 17.83,48.16030,-124.17830,WA,2.2013,11,12.29,12.37,12.37,12.37,12.37,0.19,0.59,0.94,0.94,1.34,26,43,43,43,43,26,43,71,71,253
5101909,N,3,13230015,8/10/15,0,52,34,10,3,7,3,11,173,0,2015,8/10/15,Q3.2015,49 30.857,-124 34.534,49.30857,-124.34534,BC,2.2015,0,19.94,19.94,19.94,19.94,19.94,3.80,4.43,5.23,5.23,5.23,10,10,10,10,10,10,41,70,70,70
5067958,E,3,28100002,2/17/13,48,47,75,11,3,8,2,2,173,3,2013,2/17/13,Q1.2013,47 35.168,-122 32.862,47.35168,-122.32862,WA,1.2013,11,7.61,8.72,9.85,14.19,15.12,0.02,0.22,0.36,1.47,2.00,1,59,85,162,183,1,52,75,162,183
5072757,E,3,32010110,6/29/13,60,57,50,9,2,6,2,12,173,2,2013,6/29/13,Q2.2013,44 34.998,-124 06.09,44.34998,-124.06090,OR,1.2013,2,16.11,16.11,16.11,16.11,16.11,2.76,2.76,2.76,2.76,2.76,0,0,0,0,0,0,0,0,0,0
5063952,N,3,13440013,9/29/12,0,48,66,11,2,9,2,11,173,2,2012,9/29/12,Q3.2012,48 49.306,-123 35.147,48.49306,-123.35147,BC,2.2012,2,11.95,12.78,12.78,12.78,12.78,NaN,NaN,NaN,NaN,NaN,21,43,43,43,43,29,59,89,179,359
5033402,E,3,13590505,4/15/10,48,48,35,18,3,7,2,2,173,1,2010,4/15/10,Q2.2010,49 45.840,-123 55.962,49.45840,-123.55962,BC,1.201,1,9.06,9.06,9.06,10.83,21.00,0.04,1.00,1.16,1.16,4.73,9,9,9,175,261,29,50,60,60,261
5032092,E,3,22120010,3/11/10,0,45,55,14,2,7,3,2,173,3,2010,3/11/10,Q1.2010,48 31.259,-122 55.568,48.31259,-122.55568,WA,1.201,11,8.33,8.33,8.33,13.73,13.73,NaN,NaN,NaN,NaN,NaN,3,3,3,179,179,29,59,89,179,359
5069108,N,3,13350001,3/29/13,0,45,55,15,1,11,3,12,173,2,2013,3/29/13,Q1.2013,49 18.835,-124 14.497,49.18835,-124.14497,BC,1.2013,2,8.95,8.95,8.95,13.44,20.26,0.44,0.54,0.54,0.58,4.38,0,0,0,179,259,27,41,41,115,259
5017329,E,3,27030107,8/18/08,48,46,37,17,3,4,2,2,173,2,2008,8/18/08,Q3.2008,48 23.45,-124 42.90,48.23450,-124.42900,WA,2.2008,2,12.28,12.28,12.28,12.28,12.72,-0.13,-0.13,-0.13,-0.13,1.42,1,1,1,1,359,1,1,1,1,300
5055378,E,3,26210004,2/4/12,0,45,39,10,2,8,1,12,173,3,2012,2/4/12,Q1.2012,47 14.57,-122 33.80,47.14570,-122.33800,WA,1.2012,11,8.01,8.58,10.19,14.78,14.78,-0.04,0.27,0.27,1.80,1.80,29,37,84,162,162,10,37,37,162,162
